session_id,site1,site2,site3,site4,site5,site6,site7,site8,site9,site10,user_id
547,1189,314,2127,1051,811,811,37,23,23,579,31
548,1257,1997,4894,3306,4314,374,4758,4620,4380,4055,31
549,3269,4698,3126,374,1997,2197,4143,811,4251,4242,31
550,3302,4330,3385,374,1997,4185,3275,4346,2669,1189,31
551,4641,3958,917,3086,4696,3772,3333,3669,4574,3756,31
552,472,4372,2197,3323,3302,4407,4367,4907,3275,2669,31
553,374,80,4606,1997,3126,4521,3269,3879,112,723,31
554,80,52,3086,2197,4717,374,4664,3719,4635,2,31
555,374,3981,72,15,4548,4523,3580,15,15,15,31
556,15,3441,4276,2,3,30,33,10,6,9,31
557,9,37,23,23,23,23,23,9,2,2,31
558,4737,4187,1218,1774,379,1836,17,706,18,44,31
559,1774,1693,1218,1836,119,1693,1218,858,1218,210,31
560,1693,31,895,2894,1774,1836,1896,1218,210,1693,31
561,623,1896,895,829,244,210,766,297,80,210,31
562,594,2,594,1218,1836,2480,1675,645,516,349,31
563,2013,1896,594,829,1218,1774,1693,18,2894,17,31
564,210,1774,1218,1896,766,210,55,134,304,55,31
565,55,197,124,200,204,128,293,200,124,197,31
566,55,4068,4341,217,2178,260,217,211,2178,3,31
567,260,885,1116,260,2314,1116,723,88,9,479,31
568,2,55,55,55,106,197,124,200,240,173,31
569,55,4617,212,212,231,4260,622,859,859,55,31
570,55,197,124,200,55,55,55,55,200,124,31
571,197,468,87,4616,4382,1143,1515,2002,350,662,31
572,1035,1515,350,87,53,4,396,5,1488,43,31
573,174,2,6,3,239,6,2,3,239,88,31
574,13,38,3,6,239,13,88,38,2,2,31
575,88,2,88,88,2,88,2,2,2,40,31
576,40,40,2,2,88,78,546,6,546,6,31
577,6,78,75,75,239,75,75,2,239,13,31
578,3,88,239,239,3,10,21,27,3,6,31
579,9,2,27,10,21,38,13,78,9,2,31
580,6,9,77,13,38,78,19,6,19,38,31
581,24,1,10,7,9,6,24,13,7,7,31
582,38,15,78,15,19,24,13,3,19,1,31
583,15,19,13,239,19,77,38,19,3,10,31
584,239,9,9,9,239,13,6,3,88,9,31
585,69,69,162,69,39,80,67,85,52,2,31
586,15,72,15,15,15,2,30,10,33,2,31
587,3,13,239,88,38,418,909,22,6,418,31
588,5,13,725,211,789,418,1126,87,216,418,31
589,216,418,87,87,44,18,789,22,1126,3,31
590,17,1126,52,789,15,107,5,107,23,37,31
591,1767,5,23,418,3348,2759,2759,9,46,20,31
592,87,87,519,377,606,386,187,386,22,377,31
593,606,187,5,773,519,187,386,606,605,667,31
594,87,31,773,605,867,216,987,240,3884,558,31
595,558,859,859,1115,606,187,386,377,2514,5,31
596,211,187,605,80,519,667,173,18,17,15,31
597,173,519,667,867,5,173,22,377,187,987,31
598,3378,2002,773,20,46,87,187,184,151,184,31
599,187,184,38,19,13,3,2,2035,4026,18,31
600,17,2,3381,2035,2035,5,22,184,2035,20,31
601,184,187,184,184,187,184,9,2,184,187,31
602,6,10,184,377,386,187,377,184,187,184,31
603,239,184,187,184,2,328,942,3661,2666,3431,31
604,1071,1071,453,3205,422,328,379,942,244,895,31
605,85,73,87,758,216,581,31,3720,17,106,31
606,1071,73,18,2485,22,748,2494,829,2483,645,31
607,261,240,112,297,80,184,187,606,386,519,31
608,377,5,377,386,187,606,605,773,773,606,31
609,386,591,377,386,605,5,867,942,987,187,31
610,519,377,386,667,87,4262,987,260,260,4117,31
611,260,260,3324,1533,328,328,1115,328,87,184,31
612,20,187,591,184,187,430,362,2,74,362,31
613,430,362,430,725,1225,31,73,910,17,73,31
614,362,18,5,4189,3679,393,554,393,1354,1228,31
615,508,910,74,508,184,508,74,74,508,74,31
616,184,74,187,74,3,184,508,74,74,10,31
617,74,6,184,74,187,9,74,2,184,74,31
618,187,74,74,184,74,74,184,74,187,74,31
619,74,184,74,187,74,184,74,187,74,74,31
620,184,74,187,74,184,74,74,74,184,74,31
621,187,74,184,74,74,74,187,184,519,386,31
622,187,606,386,606,773,605,187,377,5,386,31
623,773,605,377,519,377,867,386,74,187,667,31
624,987,3874,1035,1533,217,1115,74,184,74,20,31
625,74,187,74,239,13,88,3,74,184,74,31
626,74,184,74,74,74,187,74,74,74,74,31
627,184,74,74,74,184,74,74,74,74,187,31
628,74,74,6,74,184,74,184,74,74,187,31
629,74,74,184,74,184,74,74,187,74,74,31
630,184,74,184,9,74,74,187,74,74,184,31
631,74,184,74,74,187,74,74,184,74,184,31
632,74,74,239,187,74,74,184,184,187,386,31
633,519,606,377,430,362,187,74,605,386,430,31
634,362,377,5,73,362,725,1225,386,1757,910,31
635,3976,508,386,377,773,171,926,606,80,910,31
636,73,377,773,74,386,44,386,5,605,18,31
637,17,171,187,867,171,386,377,519,4596,508,31
638,667,231,987,667,171,558,231,3800,662,1115,31
639,1533,1115,74,184,508,74,20,508,74,187,31
640,74,74,184,74,184,508,74,74,187,74,31
641,74,184,184,74,74,74,187,74,9,74,31
642,6,184,74,184,74,74,74,187,74,74,31
643,184,74,184,74,74,74,187,74,74,184,31
644,74,184,74,74,74,74,74,187,74,74,31
645,184,74,74,184,23,37,23,74,74,74,31
646,74,187,74,184,74,184,74,74,74,187,31
647,74,184,187,386,519,606,5,386,377,187,31
648,22,605,606,605,74,386,377,773,867,187,31
649,386,519,377,667,297,196,987,184,3369,350,31
650,260,1115,1533,1115,1533,74,74,20,74,187,31
651,74,74,184,184,74,74,13,88,9,239,31
652,3,74,187,74,74,184,184,74,74,74,31
653,187,74,6,74,184,184,74,74,74,187,31
654,74,74,184,184,74,74,74,74,187,74,31
655,184,184,74,74,74,74,187,74,184,184,31
656,74,74,239,74,74,187,430,362,362,725,31
657,430,1757,74,1225,73,508,73,910,362,17,31
658,44,18,5,3986,217,217,508,184,184,74,31
659,508,74,74,508,74,187,74,184,187,386,31
660,606,519,605,187,386,5,184,377,386,377,31
661,773,606,867,74,605,386,377,187,377,519,31
662,667,386,987,508,4310,1115,212,1533,1115,74,31
663,74,20,74,2,15,3248,500,2816,2,801,31
664,4870,2,187,74,2816,3248,500,801,2,685,31
665,184,74,184,74,2,31,3268,3036,3599,3400,31
666,1660,3036,3833,3268,112,74,4417,74,2,2318,31
667,2318,15,2318,15,4,9,6,2,184,10,31
668,500,208,39,60,60,69,162,69,60,60,31
669,39,67,80,15,72,141,112,15,37,23,31
670,583,134,3,614,31,197,3,134,124,200,31
671,614,134,134,52,3,5,210,85,3899,1968,31
672,212,260,212,396,304,3,55,55,55,3,31
673,55,67,55,55,200,124,197,3790,4478,617,31
674,1871,723,112,1803,1644,960,55,55,3,200,31
675,124,197,4275,3563,260,55,55,3,124,55,31
676,200,197,4748,3424,55,1488,52,55,3,55,31
677,124,197,200,5,4232,4493,212,212,831,558,31
678,393,554,777,831,1270,777,55,55,124,200,31
679,3,106,4648,197,173,297,833,1016,3868,1270,31
680,554,393,393,3334,662,554,393,217,822,15,31
681,15,15,15,15,2,3,30,10,33,6,31
682,9,51,24,55,55,3,124,197,200,55,31
683,106,106,4115,3180,350,217,350,2455,393,554,31
684,4519,882,393,9,51,466,2,24,2565,1955,31
685,1355,770,2196,73,73,758,73,581,2490,244,31
686,31,895,1799,758,581,73,106,770,3,173,31
687,15,453,261,112,1949,173,2571,1147,173,1147,31
688,2322,251,52,128,750,750,1374,750,1374,4193,31
689,18,1374,750,17,44,22,750,1374,750,422,31
690,594,770,221,1374,3102,538,425,725,750,22,31
691,5,67,107,594,750,17,2522,18,750,425,31
692,5,1126,3367,789,725,1787,789,1787,20,750,31
693,2,789,725,789,1636,9,88,13,3,38,31
694,239,750,23,37,23,10,6,750,1147,239,31
695,51,24,9,13,9,88,239,3,239,9,31
696,23,37,23,3,13,239,88,9,2,239,31
697,88,2,9,4,3,13,239,88,39,255,31
698,9,24,239,9,23,37,23,239,88,13,31
699,3,9,15,72,239,51,6,9,9,13,31
700,9,88,3,239,39,39,239,9,23,37,31
701,2,13,88,3,9,239,4,466,72,2,31
702,15,15,23,37,23,23,3837,3704,1045,1677,31
703,1859,2382,2476,1045,353,2476,44,17,18,353,31
704,1859,15,22,353,15,353,353,353,1045,353,31
705,353,353,353,353,353,4654,106,1859,2476,4054,31
706,353,106,347,5,67,604,22,5,2382,2996,31
707,67,349,204,52,2996,107,2382,1859,85,85,31
708,221,85,20,46,85,151,22,2,88,38,31
709,239,13,3,6,10,1899,362,430,362,430,31
710,74,1028,98,52,430,362,1757,1225,15,211,31
711,362,5,430,98,829,297,240,85,362,453,31
712,1757,73,910,1972,31,1702,1047,748,5,80,31
713,910,73,1047,362,17,5,18,4504,212,1206,31
714,1717,857,617,1354,508,508,362,362,362,362,31
715,508,74,508,591,74,508,88,13,239,3,31
716,1120,1436,1120,1436,2255,2844,1300,1436,15,328,31
717,1120,1436,87,17,18,73,130,87,22,53,31
718,73,251,349,5,261,328,888,15,251,247,31
719,328,128,349,3315,563,563,693,617,617,417,31
720,1120,1120,174,20,2,74,362,430,362,430,31
721,725,1225,1757,508,789,73,216,1636,73,1126,31
722,18,5,17,4061,350,508,22,350,1143,508,31
723,80,725,74,508,239,13,88,6,3,10,31
724,2,31,134,3,31,614,200,197,124,614,31
725,134,926,926,926,174,3,174,55,124,55,31
726,197,173,106,2558,173,106,4826,193,197,124,31
727,55,347,192,293,2428,55,4547,4022,617,859,31
728,859,212,882,1206,1717,55,416,4,10,21,31
729,4,27,4,4,27,10,21,30,10,9,31
730,6,4,9,3,4,33,6,43,55,124,31
731,197,55,349,204,3972,4,4,9,33,3,31
732,416,4,10,21,4,27,10,21,27,4,31
733,30,6,30,9,4,10,9,3,9,4,31
734,51,33,4,9,4,51,24,4,9,6,31
735,4,33,43,24,3,134,614,31,200,124,31
736,197,263,55,3,55,55,197,124,106,106,31
737,3619,173,1665,173,5,3804,3655,2213,554,393,31
738,1228,217,231,1162,556,1969,1825,4,10,4,31
739,30,6,9,3,10,4,33,4,30,3,31
740,6,9,33,4,9,30,3,33,4,4,31
741,33,9,4,6,3,30,3,614,134,124,31
742,3,31,200,197,263,614,134,1607,396,55,31
743,55,3,55,124,197,106,347,4643,128,2530,31
744,106,246,2558,173,173,240,4138,55,3,55,31
745,124,197,293,334,55,4109,613,417,3914,558,31
746,2679,558,2679,217,831,55,3,124,197,106,31
747,2435,173,3588,260,173,55,3,55,124,197,31
748,55,3,55,197,124,349,193,204,5,55,31
749,3560,4534,417,231,231,1248,601,859,1248,217,31
750,55,212,197,55,124,3,4391,417,369,962,31
751,962,55,55,55,4289,3,55,554,882,55,31
752,124,197,3598,55,3,55,124,197,3356,393,31
753,3892,554,369,613,558,693,43,3,55,124,31
754,197,55,3757,3648,55,3,55,124,197,4299,31
755,1541,906,962,55,3,124,55,197,55,3,31
756,55,124,197,55,4509,260,4716,55,260,124,31
757,3,55,197,4211,1968,1968,260,260,217,55,31
758,55,4317,55,3,124,197,2493,2392,2493,2392,31
759,55,4706,217,2493,2392,55,124,3,55,197,31
760,39,39,255,39,39,652,3,31,772,192,33
761,31,242,2,6,3,2,2,6,3,2,33
762,242,242,43,242,2,2,4403,2,2270,2270,33
763,242,2,2,2,63,54,86,142,54,63,33
764,2,54,142,54,63,242,2,2,2270,3,33
765,242,2,1670,2,1670,2,18,44,1670,6,33
766,3962,1670,6,17,5,6,17,10,1670,6,33
767,10,242,2,2,2,42,35,42,29,2,33
768,35,633,29,6,35,42,35,633,42,29,33
769,6,42,29,35,35,35,29,42,47,42,33
770,48,48,48,42,29,35,47,47,48,42,33
771,29,35,47,48,29,48,47,35,42,3,33
772,2,2,2,42,851,851,3181,242,2765,3181,33
773,2765,851,851,851,851,851,851,851,851,851,33
774,851,851,39,3,31,652,772,31,242,3,33
775,61,61,61,553,553,61,61,2,41,6,33
776,3,6,2,3,63,54,2,63,86,54,33
777,142,2,86,54,63,63,142,54,63,86,33
778,2,88,54,142,2,63,1709,2,1372,1709,33
779,2,1664,1372,623,81,43,5,2,1709,1372,33
780,1664,2,88,2,2,2,88,2,2,2,33
781,2,652,3,31,242,31,2516,41,41,82,33
782,82,39,41,41,883,165,883,82,2098,883,33
783,883,45,45,99,2098,45,156,71,883,156,33
784,45,97,186,45,804,39,883,2718,159,2098,33
785,883,43,2718,883,99,97,97,45,41,99,33
786,45,883,228,71,71,242,2,6,3,2,33
787,6,3,2,42,35,29,42,2,763,29,33
788,35,35,29,29,35,29,35,42,42,88,33
789,2,2,1372,1709,2,1664,623,468,2,1372,33
790,1709,468,5,1664,2,1372,1664,1372,2,2,33
791,88,59,136,31,3,59,136,2,2,823,33
792,823,823,823,2,242,2,2,2,2,242,33
793,3,242,2,2,2,118,90,108,31,2,33
794,388,90,1322,108,592,44,90,101,592,18,33
795,22,5,17,592,90,20,20,592,118,5,33
796,108,118,18,17,2,2,59,59,2,59,33
797,2,2,59,2,59,609,2,352,648,609,33
798,919,352,3,682,352,559,609,756,3,2,33
799,2,36,2,158,3,36,105,454,1173,105,33
800,2150,454,36,18,1173,17,2150,44,76,709,33
801,2138,76,1173,76,2138,522,36,482,709,844,33
802,482,1188,3,482,247,171,171,105,2649,2649,33
803,2,2,3186,3186,2,2,1447,1447,2,2,33
804,242,2,2,2,59,59,2,1132,1132,1132,33
805,2529,3488,981,1132,2509,2509,242,255,39,39,33
806,242,3,2516,41,41,82,82,41,82,45,33
807,165,883,45,883,97,883,71,45,99,97,33
808,159,41,804,228,45,883,39,796,652,3,33
809,772,31,192,31,31,242,2,3,6,3,33
810,3,6,2,1793,1187,2287,44,3945,2,1793,33
811,1187,22,2287,250,1793,17,4085,18,1187,5,33
812,1187,2287,1793,5,211,1918,4125,1187,211,5,33
813,1558,211,5,1187,22,5,1187,22,1558,1918,33
814,1918,5,2808,3346,1187,43,2,81,2,2,33
815,17,5,6,10,20,10,6,20,22,5,33
816,17,6,20,2,5,5,17,6,20,5,33
817,6,17,20,2,168,168,168,168,2,3,33
818,25,168,2,25,3,168,208,6,10,208,33
819,6,3,77,208,77,3,168,844,844,1319,33
820,1319,1319,844,482,482,1319,482,1319,1319,1319,33
821,482,2301,3,482,482,844,482,482,201,2301,33
822,482,2301,201,168,3157,3157,168,168,6,20,33
823,6,22,17,5,20,168,168,2,1381,54,33
824,142,142,1381,54,2,2,4,6,2,4,33
825,3,10,3,3,4,21,6,1421,27,27,33
826,1421,21,10,6,9,30,3,4,33,4,33
827,33,4,9,30,9,6,6,24,4,4,33
828,9,9,10,21,4,27,1421,4,9,4,33
829,27,1421,9,10,21,4,21,10,3,24,33
830,6,9,869,1399,869,869,869,869,39,2,33
831,2,652,3,772,31,2,6,3,3,6,33
832,242,31,2,3,2,2,132,61,315,61,33
833,93,147,245,488,276,245,488,254,428,22,33
834,488,428,44,132,22,5,22,41,17,423,33
835,254,564,547,132,276,301,71,164,242,22,33
836,183,164,312,167,160,151,41,20,183,160,33
837,71,22,20,41,18,5,631,41,132,41,33
838,147,93,315,547,22,276,423,1009,276,301,33
839,22,5,17,132,656,5,71,41,5,22,33
840,20,163,165,71,656,163,99,511,82,41,33
841,165,82,45,163,656,71,99,163,82,41,33
842,165,163,45,163,163,82,97,186,41,97,33
843,159,656,71,41,46,165,95,249,163,163,33
844,41,163,82,45,214,95,97,249,159,46,33
845,5,18,209,147,163,156,511,156,147,71,33
846,41,71,45,163,163,228,5,95,470,43,33
847,81,652,3,772,31,242,31,3,1794,168,33
848,168,6,3,43,2,81,2,6,168,2,33
849,2,3,2,168,2,2,2,2,255,2,33
850,2,2,844,482,482,2,482,1188,201,482,33
851,482,2,2,59,31,3,59,136,59,2,33
852,2,2,2,2,727,727,653,31,1495,1460,33
853,727,1495,2100,1495,727,1495,653,727,1460,1460,33
854,2,1477,2,1477,3,1477,1477,1477,2,1477,33
855,2,2533,2,2533,2533,2,104,1865,1865,104,33
856,3,5,1865,1865,59,3,3,59,3,59,33
857,3,59,168,168,168,315,61,93,132,315,33
858,147,61,147,245,61,922,428,254,423,44,33
859,428,423,132,254,18,17,22,5,564,61,33
860,132,22,301,5,22,398,301,5,398,398,33
861,398,20,22,151,20,71,656,41,41,82,33
862,82,41,46,41,163,165,511,45,163,82,33
863,99,163,45,45,97,186,41,97,95,214,33
864,95,398,46,59,3,59,59,59,59,59,33
865,59,59,159,163,163,59,3,249,97,147,33
866,59,3,71,71,3,59,59,45,163,3,33
867,59,59,147,59,3,59,3,59,59,3,33
868,228,163,59,3,99,59,3,59,59,45,33
869,163,206,45,3,59,3,59,59,3,59,33
870,59,59,3,59,3,59,206,59,59,3,33
871,59,3,2,45,163,206,163,2,59,3,33
872,59,3,59,59,4741,45,206,163,59,3,33
873,59,59,3,59,3,59,3,59,2,71,33
874,71,45,163,163,2,2,1845,31,44,266,33
875,1845,18,5,17,31,59,3,3,59,136,33
876,59,1845,17,5,18,45,163,206,1845,17,33
877,5,18,3,59,31,136,59,136,59,59,33
878,59,59,59,59,59,59,31,3,136,59,33
879,59,163,206,45,3,31,59,136,3,59,33
880,59,59,3,31,59,136,59,163,45,45,33
881,163,59,59,3,31,136,59,206,45,163,33
882,3,31,59,136,59,59,45,163,206,3,33
883,59,31,136,59,59,3,31,59,136,59,33
884,59,3,136,31,59,206,45,163,163,206,33
885,45,206,163,45,206,136,3,31,59,136,33
886,59,59,45,163,206,31,3,59,59,3,33
887,136,59,147,71,45,95,163,511,45,511,33
888,163,652,3,772,31,31,242,2,2,3,33
889,6,3,6,2,2,1020,31,1020,1250,2,33
890,3,2,1978,516,87,543,557,557,2818,2815,33
891,5,2641,2870,4581,1067,31,2953,557,2719,2734,33
892,2870,2815,3677,5,2719,2641,2818,2734,2953,3,33
893,665,22,1067,2,557,20,5,743,557,39,33
894,557,3,20,665,557,5,2,557,5,3,33
895,2,743,87,557,557,2,3,2,665,5,33
896,557,5,20,2,61,132,3,61,315,93,33
897,276,428,132,254,147,61,245,315,743,423,33
898,132,22,488,301,428,44,254,5,18,301,33
899,564,44,17,488,41,488,22,5,132,5,33
900,276,557,557,43,557,665,5,3,2,557,33
901,5,557,557,20,665,3,2,5,557,5,33
902,557,557,665,5,3,2,557,543,20,557,33
903,543,557,557,547,3,5,665,5,557,2,33
904,71,20,656,41,41,82,276,82,41,41,33
905,165,511,163,45,163,82,99,45,2,97,33
906,186,163,41,97,214,95,95,159,163,2,33
907,97,163,2,3840,163,2,2,4197,2,249,33
908,2,2,147,71,71,45,163,147,39,206,33
909,163,163,45,45,163,206,163,3,2,552,33
910,2,552,2,2244,31,552,2327,2327,17,344,33
911,3198,44,552,18,2528,2575,192,2889,206,45,33
912,163,2,2,206,71,71,147,45,163,45,33
913,206,2990,652,3,772,31,31,242,3,2,33
914,3,6,2,2,3,6,43,81,39,2,33
915,2,42,42,2,35,29,35,29,29,29,33
916,35,42,29,29,35,42,47,48,29,29,33
917,48,47,48,35,42,47,48,29,29,35,33
918,47,48,47,42,29,35,48,48,29,35,33
919,47,29,47,42,48,29,35,47,48,47,33
920,35,42,48,29,29,48,29,35,47,35,33
921,29,48,47,47,47,42,48,35,29,47,33
922,35,29,48,47,42,35,35,48,47,35,33
923,47,35,29,48,47,42,35,29,29,48,33
924,47,35,47,42,29,35,48,47,47,29,33
925,35,47,48,29,35,47,48,42,29,35,33
926,47,48,48,35,29,42,47,48,48,47,33
927,35,29,42,29,48,47,29,48,35,42,33
928,47,29,35,47,48,48,29,42,47,35,33
929,48,47,47,47,42,35,48,29,48,47,33
930,47,48,29,48,29,35,29,42,47,48,33
931,35,47,29,47,47,48,42,29,35,35,33
932,29,47,48,47,35,42,47,29,47,29,33
933,35,48,29,48,42,47,35,35,47,29,33
934,35,47,42,48,29,35,29,47,35,48,33
935,35,48,29,29,47,42,29,35,48,47,33
936,48,35,29,35,42,47,29,35,47,29,33
937,48,42,42,48,29,47,35,48,29,47,33
938,48,29,47,42,35,48,42,29,35,47,33
939,48,47,42,29,48,35,48,47,35,29,33
940,35,47,48,29,29,47,48,42,35,47,33
941,47,42,48,35,29,48,47,29,35,35,33
942,48,47,42,29,48,47,29,35,42,42,33
943,29,48,35,47,29,47,48,35,48,29,33
944,35,47,48,47,48,42,35,29,29,35,33
945,47,29,48,42,35,3,2,2,2,2,33
946,2,696,3848,4368,3908,39,652,3,31,772,33
947,31,242,3,2,3,6,2,6,3,2,33
948,132,2,61,61,147,315,93,245,922,428,33
949,61,44,22,18,254,245,17,132,22,301,33
950,132,5,423,564,547,41,151,22,301,5,33
951,71,132,656,242,41,20,398,41,82,151,33
952,398,398,82,41,41,398,165,511,163,45,33
953,20,22,163,82,46,99,45,97,398,186,33
954,45,41,95,159,97,249,214,97,163,242,33
955,163,2,2,46,39,163,163,45,2,81,33
956,43,46,242,45,163,398,163,45,206,242,33
957,953,2108,953,228,206,45,163,953,206,206,33
958,206,206,206,206,242,228,206,511,45,953,33
959,206,206,39,45,206,163,206,652,31,3,33
960,242,31,39,39,43,255,652,3,31,192,33
961,772,31,242,3,2,3,6,6,3,2,33
962,242,796,81,43,39,242,2,3,3,2,33
963,2,2391,2,2391,1134,1134,2391,1183,1134,1183,33
964,1134,1183,1183,1134,1134,1183,1183,1134,1183,1134,33
965,1183,1134,2,150,2,150,76,150,1632,76,33
966,522,522,76,76,76,150,150,76,150,209,33
967,150,150,76,150,150,150,150,76,76,522,33
968,2,76,2,61,315,132,428,93,61,315,33
969,147,245,254,922,423,132,17,5,423,44,33
970,22,254,18,132,564,41,547,5,132,301,33
971,5,301,22,20,71,656,151,242,41,41,33
972,398,82,82,20,41,41,165,163,45,163,33
973,82,511,99,45,45,97,186,163,41,97,33
974,95,159,95,214,249,97,163,22,953,2108,33
975,242,953,953,228,45,163,953,45,163,163,33
976,99,652,3,31,242,31,2,2,6,3,33
977,2,6,3,2,2,1463,1463,927,927,242,33
978,927,927,927,927,927,2335,1645,1790,117,117,33
979,117,927,117,117,117,117,117,117,117,117,33
980,117,117,117,117,117,927,927,117,43,117,33
981,117,117,117,117,117,117,117,117,117,117,33
982,117,117,117,117,117,117,117,117,117,39,33
983,117,117,117,117,117,117,117,117,117,117,33
984,117,117,117,117,117,117,117,117,117,117,33
985,117,117,117,117,117,117,117,117,117,117,33
986,117,117,117,117,117,117,117,117,117,117,33
987,117,117,117,117,117,117,117,117,117,927,33
988,117,117,117,117,117,117,117,117,117,117,33
989,117,117,117,117,117,117,117,117,117,117,33
990,117,117,117,117,117,117,117,117,117,117,33
991,117,117,117,117,117,117,117,117,117,117,33
992,117,117,117,117,1790,117,117,117,117,117,33
993,1645,117,2335,1645,117,117,117,927,168,1794,33
994,168,168,168,2426,2426,2426,168,1452,1452,1452,33
995,1452,168,1452,1452,1708,431,1708,168,31,31,33
996,431,1708,431,2066,31,2158,2158,2158,431,431,33
997,431,2066,1708,431,2066,431,431,431,431,431,33
998,431,431,431,431,431,431,431,431,431,431,33
999,431,431,431,431,431,431,431,431,431,431,33
1000,431,431,431,431,168,168,168,39,357,357,33
1001,510,242,168,42,168,35,42,35,29,35,33
1002,77,35,42,77,29,35,29,35,35,29,33
1003,29,77,35,29,42,35,29,29,35,42,33
1004,121,29,125,42,35,121,125,29,35,121,33
1005,125,125,125,121,77,42,29,35,125,121,33
1006,121,35,125,121,42,35,29,125,77,29,33
1007,35,29,42,77,29,35,35,42,77,29,33
1008,29,77,35,42,29,35,35,77,29,42,33
1009,47,48,47,48,47,48,48,47,42,77,33
1010,35,29,48,47,29,35,77,47,48,42,33
1011,48,47,42,77,29,35,47,29,47,48,33
1012,35,29,42,77,35,47,29,48,29,47,33
1013,48,47,35,42,77,29,47,35,48,29,33
1014,29,77,35,48,47,47,42,29,29,48,33
1015,35,47,42,77,29,48,42,77,47,48,33
1016,35,42,121,125,35,29,310,48,121,29,33
1017,48,121,35,47,125,310,42,77,35,77,33
1018,310,29,47,42,121,35,125,48,35,121,33
1019,47,48,42,77,42,47,29,125,48,121,33
1020,35,29,125,47,48,77,125,42,29,35,33
1021,47,48,77,42,121,125,121,29,77,121,33
1022,42,125,35,48,29,35,42,77,121,35,33
1023,35,47,121,48,29,125,47,35,121,35,33
1024,47,310,48,35,121,125,42,77,48,47,33
1025,121,48,125,48,47,35,29,77,121,42,33
1026,48,47,29,125,35,121,125,29,42,125,33
1027,35,48,47,77,121,29,48,35,47,77,33
1028,29,29,35,42,48,47,48,47,29,35,33
1029,48,48,77,47,29,77,42,48,29,35,33
1030,47,35,48,42,47,77,29,47,77,48,33
1031,35,42,29,29,48,47,35,77,47,48,33
1032,35,29,48,47,48,47,77,29,35,29,33
1033,48,47,42,29,48,35,47,35,35,77,33
1034,29,47,48,35,29,48,47,42,48,35,33
1035,47,29,47,47,29,47,47,48,77,29,33
1036,42,35,47,48,35,47,29,48,35,47,33
1037,48,35,121,29,121,35,35,121,35,29,33
1038,77,310,42,125,121,35,77,42,47,29,33
1039,121,125,35,48,47,29,125,121,35,42,33
1040,48,125,29,121,121,125,48,47,29,125,33
1041,77,121,35,121,35,48,47,29,125,125,33
1042,29,35,125,29,47,48,47,125,121,310,33
1043,47,121,35,77,29,42,48,47,121,125,33
1044,29,35,77,310,42,47,125,121,121,125,33
1045,35,29,310,121,47,35,29,125,47,77,33
1046,48,42,29,48,47,35,121,125,35,77,33
1047,125,121,29,48,35,29,48,47,42,35,33
1048,125,48,47,29,121,29,48,125,47,35,33
1049,35,121,29,125,77,47,48,29,35,35,33
1050,48,29,47,42,121,121,125,47,29,35,33
1051,48,35,121,77,125,29,47,121,35,29,33
1052,47,48,42,125,35,29,121,125,48,47,33
1053,121,77,48,29,35,125,47,47,48,48,33
1054,48,47,47,121,35,121,125,48,77,42,33
1055,77,47,48,47,29,48,125,121,42,77,33
1056,35,48,29,47,35,47,48,29,35,29,33
1057,35,42,121,125,35,29,77,125,121,125,33
1058,48,121,47,29,29,77,121,125,47,48,33
1059,35,35,29,48,47,42,47,125,48,35,33
1060,29,121,29,47,48,125,29,121,48,35,33
1061,125,29,48,77,125,121,47,35,125,35,33
1062,47,29,121,48,35,47,29,42,121,125,33
1063,48,48,35,77,47,42,125,121,29,35,33
1064,125,48,29,47,121,47,48,121,125,35,33
1065,29,29,48,47,125,47,48,35,29,77,33
1066,121,48,125,48,29,35,42,125,121,47,33
1067,77,47,125,48,121,35,29,42,125,77,33
1068,47,47,48,125,48,47,125,29,121,42,33
1069,35,77,47,29,48,121,29,125,121,42,33
1070,48,47,125,121,47,29,35,48,121,47,33
1071,48,29,35,125,77,35,29,121,48,125,33
1072,48,121,47,125,29,42,35,35,121,47,33
1073,48,29,125,121,35,29,42,125,29,35,33
1074,29,121,125,48,35,42,47,47,48,29,33
1075,35,125,121,77,121,35,47,125,48,29,33
1076,42,47,29,121,35,125,48,48,29,121,33
1077,35,47,77,42,35,42,77,48,47,125,33
1078,29,121,35,47,29,48,125,29,35,48,33
1079,47,121,35,77,29,47,125,48,121,29,33
1080,125,35,77,48,47,35,29,47,29,48,33
1081,42,48,29,35,121,125,47,125,29,121,33
1082,48,47,77,77,47,121,125,310,48,47,33
